smiles,toxic,non_toxic_strict,n_labeled_endpoints,scaffold
C=CC(=O)[O][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC,1,0,5,
CCCCOCCOCCOCCCC,0,1,10,
C#CC(C)(C)O,0,1,11,
CCCCCCCCCCO,1,0,12,
CCCCCCCCCCCCCO,0,1,12,
CCCCCCCCO,0,1,12,
CCOCCOCCO,0,1,12,
CCCCCCCCCC(C)=O,0,1,12,
CCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCC,0,1,11,
CC(=O)O,0,1,12,
CC(=O)OC(C)=O,0,1,12,
CC(=O)C(C)O,0,1,12,
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,0,1,11,
CCC(C)S,0,1,12,
NCCCNCCCN,0,0,8,
CCCCCCCCCCCCCCCCCCO,0,1,12,
C=CCCCCCCCCCCCCCCCC,0,1,11,
CCCCCCCC/C=C\CCCCCCCCN,0,0,2,
CCCCCCCCCCCCCCCC(=O)OC,0,1,12,
COC(=O)CC(=O)OC,0,1,12,
CCCC(C)C,0,1,12,
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,1,0,3,
CNC(C)CCC=C(C)C,1,0,10,
O=C(O)C(Cl)(Cl)Cl,0,1,12,
FC(F)(Cl)C(F)(Cl)Cl,0,1,12,
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,0,1,12,
BrC(Br)Br,0,1,12,
CC/C=C/CCO,0,1,12,
CC/C=C\CCO,0,1,12,
COP(=O)(NC(C)=O)SC,0,1,12,
CC(C)CCCC(=O)O,0,1,12,
COC(C)(C)CCCC(C)CC=O,0,1,11,
ClP(Cl)(Cl)(Cl)Cl,0,1,11,
CCC(Cl)CC(Cl)C(Cl)C(Cl)C(Cl)C(C)Cl,1,0,10,
C=C[Si](C)(C)O[Si](C)(C)C=C,0,1,12,
CCCC(C)(COC(N)=O)COC(N)=O,0,1,12,
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ba+2],0,1,10,
O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-],0,1,10,
CCCC(=O)OC(=O)CCC,0,1,12,
CC(C)=CCC/C(C)=C\CO,0,1,12,
CCCCCCC(O)CCCCCCCCCCC(=O)O,1,0,11,
CCCCOC(=O)/C=C\C(=O)OCCCC,0,0,7,
CC(C)=CCC/C(C)=C/CO,1,0,12,
CC(C)=CCCC(C)CCO,0,1,12,
CCCCCCCC[N+](C)(C)CCCCCCCC,1,0,6,
CCCCON=O,0,1,12,
CCCCCCCOC(C)=O,1,0,12,
OCC(CBr)(CBr)CBr,0,0,8,
O=C(O)C(Cl)Br,1,0,11,
O=C(O)C(Cl)(Cl)Br,0,1,11,
NC(CCC(=O)O)C(=O)O,0,1,12,
OCCCCCCCl,0,1,11,
O=C[C@@H](O)[C@H](O)[C@H](O)CO,0,1,12,
CC(C)=CC(=O)C=C(C)C,0,1,12,
CC(C)(CCC(=O)O)C(=O)O,0,1,12,
CC(=O)CCC=C(C)CCC=C(C)C,0,1,12,
CC(C)(CC(=O)O)C(=O)O,0,1,12,
CC(=O)C(C)=O,0,1,12,
C=COCC(C)C,0,1,11,
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,0,1,12,
CC(C)=CC=O,0,1,12,
CC(C)(C#N)C(C)(C)C#N,0,1,12,
CN(C)CCN(C)C,0,1,11,
CSSC,0,1,12,
CC(C)C(C)C,0,0,8,
CCC(C)(C)C,0,1,11,
CC(Cl)(Cl)[N+](=O)[O-],0,1,12,
CCCCCCCCC=O,0,1,12,
CC(C)C(=O)O,0,1,11,
O=[N+]([O-])C(Br)Br,1,0,8,
CCC(C)C(C)=O,1,0,12,
CC(C)C=O,0,1,12,
CC(CCC(=O)O)C(=O)O,0,1,12,
CCCC(C)C(=O)O,0,1,12,
NCCCNCCSP(=O)(O)O,0,0,2,
CNC(=S)NN,1,0,9,
CC(=N\O)/C(C)=N/O,0,1,12,
CCCCCCCCCCCCBr,0,0,9,
CC(=O)N[C@@H](C=O)[C@H](O)[C@H](O)[C@@H](O)CO,0,1,10,
O=S(=O)(O)C(F)(F)F,0,1,11,
COCCOCCOCCOCCOC,0,1,11,
CCO[Si](C)(OCC)OCC,0,1,12,
CCCCC[Si](OCC)(OCC)OCC,0,1,11,
O=C(O)CCCCCCCCCCC(=O)O,1,0,12,
CCC(C)NC(N)=O,0,1,12,
CCSCCCl,0,1,11,
CCC[CH2][Sn]([Cl])([Cl])[CH2]CCC,1,0,6,
C=C(C)C(=O)OCC(CC)CCCC,0,1,11,
CO[Si](OC)(OC)OC,0,1,11,
[C-]#N.[Cu+],1,0,12,
CC(C)(C)C(=O)CCl,0,1,12,
CCCCC(CC)COP(=O)(O)O,0,0,8,
CCC(C)(C#N)/N=N/C(C)(C#N)CC,0,1,12,
CC(S)C(=O)NCC(=O)O,0,1,12,
C=CCCCCCCCCC(=O)O,0,1,12,
[Cd+2],1,0,6,
CCCCNC(N)=O,1,0,12,
N#CCN(CC#N)CCN(CC#N)CC#N,0,1,11,
CC(O)C(CO)C(C)O,0,1,12,
COCCOCCOCCOCCOCCO,0,1,12,
CC(CC(=O)Cl)CC(C)(C)C,0,1,11,
CC/C=C\CCCCCCCCCCOC(C)=O,0,1,12,
CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OCC,1,0,8,
C=C(C)C(=O)OCC(C)O,0,1,12,
CCCCCCCCBr,0,1,12,
CCCCCCCCCCCCO,0,1,12,
C=CCCCCCCCCCC,0,1,12,
CCCCCCCCCCCO,0,1,12,
COCCOCCOCCO,0,1,12,
CCCCCCCCCCCC,0,1,11,
C[N+](C)(C)CC(O)CCl,0,1,11,
C=C(C)C(=O)NCCCN(C)C,0,1,12,
C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,0,1,11,
CCCCCCCCC(CCCCCC)C(=O)O,0,0,6,
CCC(CO)CO,0,1,12,
CC(CN)CC(C)(C)CCN,0,1,12,
CC(C)CC(C)(N)C#N,0,1,12,
CNC(=S)[S-],0,1,12,
CC(C)COC(=O)CC(C(=O)OCC(C)C)S(=O)(=O)[O-],0,1,11,
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,0,1,12,
[SnH2+2],0,1,12,
COCCO,0,1,11,
COC(=O)Cl,0,1,12,
CCCCCCCCCCCCOCCOS(=O)(=O)[O-],0,0,7,
CCCCCCCCCCCCCCCCCCOCCO,0,1,12,
CCCCCCCCCCCCCCCC,0,1,10,
COC(=O)C(C)O,0,1,12,
CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,0,1,12,
C=CC(Cl)CCl,0,1,12,
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1,0,12,
C[N+](C)(C)CCCCCC[N+](C)(C)C,0,1,12,
COC(=O)CCCCCCCCC(=O)OC,0,1,11,
O=[Se]([O-])[O-],0,1,11,
COC(=O)CCCCCCCC(=O)OC,0,1,11,
CCOC(=S)[S-],1,0,11,
CCCCN(CCCC)C(=S)[S-],1,0,12,
CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)[O-].CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)[O-],0,0,8,
CCCCCCCCCCCCCCCCBr,0,1,12,
CC(C)(C)C(=O)CC(=O)C(C)(C)C,0,1,11,
CCOC(=O)C=CC(=O)O,1,0,12,
N#CCNCC#N,0,1,12,
CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-],1,0,12,
OCCCCO,0,1,12,
CCCC=NO,0,1,12,
C/C(=N\O)[C@@H](C)NCC(C)(C)CN[C@H](C)/C(C)=N/O,0,0,2,
CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1,0,10,
[Cl][Au]([Cl])[Cl],1,0,5,
NCCNCCNCCNCCN,0,1,10,
C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,1,0,8,
O=C[O-],0,1,12,
CCO[Si](CC)(OCC)OCC,0,1,11,
CCC=O,0,1,12,
O=C(O)CC(=O)O,1,0,12,
CC(=O)C(=O)O,1,0,12,
CCCCCCCCCCCCCCC(=O)O,0,1,10,
CCCCC(=O)O,1,0,12,
O=[N+]([O-])[O-].[Na+],0,1,12,
O=C(O)CN(CC(=O)O)CC(=O)O,1,0,12,
N#CCCC(Br)(C#N)CBr,1,0,7,
CCOP(=O)(OCC)SCCSCC,0,1,11,
CCCCN,0,1,11,
N#CCC#N,1,0,7,
CCNCC,0,1,12,
CCCCCCCCCC(=O)N(C)C,0,1,12,
C=CC(=O)[O-].C=CC(=O)[O-].[Zn+2],0,1,10,
CC(CCO)CCCC(C)(C)O,0,1,10,
C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,1,0,11,
CCCCCl,0,1,11,
OCCBr,1,0,12,
CCCCC/C=C\C=C\C(=O)OCC,1,0,7,
CC(C)CCCO,0,1,11,
CC/C=C/CCCCCCCCCCOC(C)=O,0,1,12,
C/C=C/C/C=C\CCCCCCCCOC(C)=O,1,0,9,
C/C=C/C=C/CCCCCCCO,1,0,11,
C=CC(=O)OCCCCOC(=O)C=C,1,0,9,
CCCCCCI,0,1,11,
CCCCCCCCCCCCCCCBr,0,1,12,
CCOC(=O)CS,1,0,10,
CCCOC(=O)C(C)O,0,1,12,
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,0,1,12,
CC(C)(C#N)/N=N/C(C)(C)C#N,0,1,12,
CC/C=C\C#N,0,1,11,
CC(C)S,0,1,11,
COP(OC)OC,0,1,11,
C[Se]CC[C@H](N)C(=O)O,0,1,10,
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,1,0,12,
CC/C=C\CC/C=C/CO,0,1,12,
C=C(C)CCC[C@H](C)CCO,0,1,12,
CCCC(C)C(=O)OCC,0,1,11,
CN(C)C(=S)SC(=S)N(C)C,1,0,6,
CN(C)C(=S)SSC(=S)N(C)C,1,0,7,
OC[P+](CO)(CO)CO.OC[P+](CO)(CO)CO,1,0,9,
OC[P+](CO)(CO)CO,1,0,11,
O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1,0,12,
CCCC(CC)CCCCCCCN,0,1,11,
C=C(C)C(=O)OCC,0,1,12,
CCOS(C)(=O)=O,0,1,12,
COP(=O)(O)OP(=O)(O)OC,0,1,10,
CCCCC(CC)COCCCN,0,0,9,
CCCCC(CC)COCCC#N,0,1,12,
C[Si](C)(C)O[Si](C)(C)C,0,1,12,
C=C(C)CC(C)(C)C,0,1,12,
CC(C)=CC(C)(C)C,0,1,12,
CCC(C=O)CC,0,1,12,
OCC(Br)=C(Br)CO,0,0,9,
BrC/C=C/CBr,0,1,11,
N#CC(Br)Br,1,0,12,
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCC[Si](OC)(OC)OC,1,0,10,
C=C(C#N)CCC#N,1,0,12,
CCCCOCCOCCOCCOCCO,0,1,11,
O=S(=O)([O-])CCO,0,1,12,
C=CCOCC(O)CS(=O)(=O)[O-],0,1,11,
C=C(C)C(=O)O,0,1,12,
NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,0,9,
C=CC(C)CCCC(C)(C)O,0,1,12,
COC(=O)CCC(=O)OC,0,1,12,
COP(=O)(O)OC,0,1,12,
CNC(=O)NC,0,1,12,
[Cl][Dy]([Cl])[Cl],0,1,10,
CS(=O)(=O)OCCCCOS(C)(=O)=O,1,0,12,
CCCSSCCC,0,1,12,
CC(C)C[C@H](CN)CC(=O)O,1,0,10,
NCCC(O)(P(=O)(O)O)P(=O)(O)O,0,0,2,
NCCCN(CCO)CCO,0,1,12,
N#CC(Cl)(Cl)Cl,0,1,11,
NC(=O)C(Cl)(Cl)Cl,1,0,12,
CC(=O)C(Cl)(Cl)Cl,1,0,7,
CCOCCOC(C)=O,0,1,12,
CCCCCCBr,0,1,12,
CCNCCO,1,0,12,
FB(F)F,0,1,12,
CCCCOCCCC,0,1,12,
CCCCC(CC)CNCC(CC)CCCC,0,0,9,
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([O-])C(F)(F)F,1,0,2,
CN(C)N=O,0,1,12,
CCN(CC)N=O,1,0,12,
CCC(Cl)CCC(Cl)C(Cl)CC(Cl)C(Cl)C(Cl)CCl,0,1,10,
OC(O)C(Cl)(Cl)Cl,0,1,11,
CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,0,1,12,
CCC(C)(CCCC(C)C)OC(C)=O,0,1,12,
CC/C=C\CCOC(C)=O,0,1,12,
CC(C)=CCC/C(C)=C/C=C\C(C)=C\C=C\C(C)=C\C=C/C=C(C)/C=C/C=C(C)/C=C\C=C(/C)CCC=C(C)C,1,0,10,
CCC(O)C(C)(C)C,0,1,11,
CCC(C)(C)C(=O)O,0,0,9,
ClC(Cl)=C(Cl)Cl,0,1,10,
ClC(Cl)C(Cl)Cl,0,1,12,
ClCC(Cl)(Cl)Cl,0,1,12,
O=C=NCCCCCCN=C=O,0,1,12,
CCOC(=O)C(C)O,0,1,12,
OCCSCSCCO,0,1,12,
CC(=O)[O-].[Na+],0,1,12,
CC(=O)[O-].[K+],0,1,12,
CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,1,0,11,
CCCCCCCCCCCC(=O)[O][Sn]([CH2]CCC)([CH2]CCC)[O]C(=O)CCCCCCCCCCC,1,0,12,
O=C(Cl)C(Cl)Cl,0,1,11,
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,1,0,2,
CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C,1,0,12,
CN(C)CCC#N,0,1,12,
CO[Si](CCCNCCN)(OC)OC,0,1,12,
CC(C)=CCCC(C)=CC(=O)O,0,1,12,
CCCCO[PH](=O)OCCCC,0,1,12,
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,0,0,9,
CC(C)(C)C(=O)NCCCC(=O)O,0,1,11,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,0,1,12,
C/C=C(\C)C(=O)OCC/C=C\CC,0,1,12,
CC/C=C\CCOC(=O)CCCCC,0,1,12,
CCCCCCCCCCCCN(CCO)CCO,0,0,3,
OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO,0,1,11,
CC(CCO)CC(C)(C)C,0,1,12,
CCCCCCC[CH2][Sn]([Cl])([Cl])[CH2]CCCCCCC,1,0,4,
C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,1,0,10,
CCSC(=O)N(CC)CC,0,1,12,
CCCCC(CC)COCCO,0,1,12,
COCCCOCCCOC,0,1,12,
CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)[O-],1,0,10,
O=N[O-],0,1,12,
CCCCCCCCCC(=O)N[O-],0,0,9,
ClCCBr,0,1,12,
COC(=O)C(C)(C)C,0,1,12,
CC(Br)C(=O)O,0,1,12,
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,1,0,9,
CCCCCCCCCCC(=O)O,0,1,12,
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0,1,11,
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,1,0,12,
S=C([S-])NCCNC(=S)[S-].[Mn+2],1,0,12,
OC[C@@H](O)C(O)[C@H](O)CO,0,1,10,
C=C(C)C(=O)NCCC[N+](C)(C)C,0,1,12,
NNC(N)=O,0,1,12,
OCCCCCCCCCCCCBr,1,0,8,
COS(=O)(=O)C(F)(F)F,1,0,10,
CC(COCCO)OCCO,0,1,12,
N#CCC(=O)NN,0,0,2,
OCC#CCO,0,1,12,
O=C(O)C(Br)CBr,0,0,9,
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,0,10,
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],0,1,10,
CCCCCCCCS(=O)(=O)[O-],0,1,12,
O=C([O-])CS,0,1,11,
CC(C)OB(OC(C)C)OC(C)C,0,1,12,
CC(C)CCCCCOC(=O)CS,0,0,9,
CCC(O)OCC(C)OC(O)CC,0,1,12,
C=CC(=O)OCCC(=O)O,1,0,11,
CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-].[Zn+2],0,1,12,
O=S(=O)([O-])SSS(=O)(=O)[O-],0,1,11,
CCCCCCCCCCCC(=O)OCC,0,1,12,
CCCCOC(=O)C(C)CC,0,1,11,
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1,0,5,
C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C,0,1,11,
BrCC(Br)(Br)Br,1,0,8,
BrC(Br)C(Br)Br,0,1,11,
C=CC(=C)CCC=C(C)C,1,0,11,
CS(C)=O,1,0,12,
CO,0,1,12,
CCCO,0,1,12,
CNC(=O)OCC[N+](C)(C)C,0,0,9,
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,0,1,12,
CCCCCCCCN(C)C,0,1,12,
CCCCCCCCCCCC(=O)N(C)CC(=O)[O-],0,1,12,
CCC(C)CO,1,0,12,
CCCCCC/C=C\CCCCCCCC(=O)O,1,0,11,
CC(=O)CC(=O)N(C)C,0,1,12,
CCCCCCCCCCCSCC(=O)O,1,0,9,
COC(CC(C)CCCC(C)(C)O)OC,0,1,12,
C=CC(C)(O)CC/C=C(/C)CCC=C(C)C,0,1,10,
COC(=O)CC(C(C)=O)C(=O)OC,0,1,11,
C=CC(C)(O)CCC=C(C)C,0,1,12,
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,1,0,12,
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,1,0,12,
COCCC#N,0,1,12,
O=C(O)CCSSCCC(=O)O,0,1,12,
CNC(=S)N(C)C,0,1,12,
CCCOCCC,0,1,12,
CSC(C)(C)/C=N\O,0,1,11,
N#CCCCl,0,1,12,
ClCBr,0,1,11,
O=C([O-])C(=O)[O-].[Ca+2],0,1,12,
C=CC(C)(C)C,0,1,11,
CCCCCCCCCCCCCCCC[N+](C)(C)C,1,0,7,
[Br][Ca][Br],0,1,10,
CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,0,1,11,
NCCN,0,1,12,
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,1,12,
CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],0,0,7,
CN(C)N,0,1,12,
CN(C)C=O,0,1,12,
CN(C)C(=O)Cl,0,1,12,
C#CC(O)(/C=C\Cl)CC,0,0,2,
BrCCCCCCBr,0,1,11,
O=P([O-])(O)C(Cl)(Cl)P(=O)([O-])O,0,1,10,
CCCCOC(CC)OC(C)COC(O)CC,0,1,12,
NCCOCCOCCN,0,1,10,
CCOP(OCC)OCC,0,1,12,
CC(C)CC(=O)CC(C)CC(C)C,0,1,12,
C=O,0,1,11,
CCCCCCCCCC(=O)NO,1,0,8,
CCC(C)C(N)C(=O)O,0,0,2,
CCCCCCC(C)(C)S,0,1,12,
CC(=O)OC/C=C(/C)CCC=C(C)C,0,1,12,
CCCC(=O)C(C)=O,0,1,12,
CCC/C=C/CO,0,1,12,
CCCCCCCCCCCCCCCCC,1,0,12,
CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-],0,1,12,
CCOC(=O)/C=C(\C)[O][Ti]([O]/C(C)=C/C(=O)OCC)([O]C(C)C)[O]C(C)C,0,1,10,
O=C(O)CC(C(=O)O)S(=O)(=O)O,0,1,11,
CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC,0,0,9,
NCCCC(N)(C(=O)O)C(F)F,0,1,11,
CCCCCCCCCCCCCCC[C@H](O)[C@@H](N)CO,0,1,10,
CCCCCCC(O)CO,0,1,11,
C=CC(=O)OCCCCCC,0,1,12,
CCCSP(=O)(OCC)SCCC,0,1,12,
CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,1,0,9,
CCC(=O)OC(=O)CC,0,1,11,
N#C/C(N)=C(/N)C#N,1,0,12,
NCCCCCCN,0,1,12,
CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[O][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC,1,0,6,
CC(CCl)OC(C)CCl,0,1,12,
OCC(CO)(CBr)CBr,0,1,12,
ClCCOCCCl,0,1,12,
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0,1,12,
CCCCCCCCCCCCCCCl,0,1,12,
CCCCN=C=O,0,1,12,
OCCSCCO,0,1,12,
[P]#[In],0,1,11,
O=C(O)CC(Cl)C(=O)O,1,0,12,
N#CCCl,1,0,11,
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,0,1,12,
CCCCCCCCCCCCCCCO,0,1,12,
[Mn+2],1,0,11,
CCC(C)Cl,0,1,12,
CCCCO,0,0,9,
CC(C)CON=O,0,1,12,
FC(F)OC(Cl)C(F)(F)F,0,1,12,
CCCCCCCCOCCC#N,0,1,12,
CCCCC#N,0,1,12,
CCCCC(=O)N(C)C,0,1,12,
C=C(CC(=O)O)C(=O)O,0,1,12,
CC(C)C(=O)OC(=O)C(C)C,0,1,12,
CC(O)CCl,0,1,12,
CCCCN(CCC(=O)OCC)C(C)=O,0,1,12,
COC(=O)C=C(C)N,0,0,2,
CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-],1,0,10,
O=C([O-])[O-].[Sr+2],0,1,10,
CC(C)CCCC(C)N,0,0,1,
CC(=O)N[C@@H](CCC(=O)O)C(=O)O,0,1,10,
C=CC(=O)OC(C)(C)C,0,1,12,
CC(C)OC(C)C,0,1,12,
CCCCOC(=O)C(C)O,0,1,12,
CNC(=S)NC,0,1,12,
CCCCCCCCCC[N+](C)(C)[O-],0,1,11,
CC(C)(N)C#N,0,1,11,
CCCCCCCCCCC=CC#N,0,1,12,
CCCCCCC,1,0,11,
ClCCOCCOCCCl,0,1,12,
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,0,1,10,
NC(=O)CF,0,1,12,
CC(C)(C)Cl,1,0,12,
CC(C)[O][Ti]([O]CCN(CCO)CCO)([O]CCN(CCO)CCO)[O]C(C)C,0,1,11,
CCCCCCCCCCCCSC,0,1,12,
CCCCC(CC)COC(=O)OOC(C)(C)C,0,1,11,
CCCCC(CC)CO[PH](=O)OCC(CC)CCCC,0,1,12,
CCCCCCCCCCCCCCCCCCN(C)C,0,0,2,
CCCCOCCOCCOC(C)=O,0,1,12,
CCCCOC(=O)CC#N,0,1,11,
CCCC(CCC)C(=O)O,0,1,12,
CC(C)(C)NCCO,0,1,12,
C=CC(N)CCC(=O)O,0,1,10,
N#CC(Br)(Br)C(N)=O,0,0,9,
CCCC/C=C/C=C\C=O,1,0,12,
CC(C)=CCCC(C)CC(=O)O,0,1,11,
O=C(O)C(O)C(O)C(=O)O,0,1,12,
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,0,0,1,
CC(C)(O)C(=O)O,0,1,12,
CCCCOP(=O)(O)OCCCC,1,0,11,
CCCO[Si](OCCC)(OCCC)OCCC,0,1,12,
CCCC(=O)Cl,0,1,12,
CCCCCCCCCl,1,0,12,
CC(Cl)C(=O)O,0,1,11,
O=C(O)CCCl,0,1,12,
[O]=[Cd],0,1,11,
C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,0,1,12,
CC(C)OC=O,1,0,12,
CCOC(=O)/C=C/C(=O)OCC,1,0,12,
CCC(C)COC(C)=O,0,1,11,
S=C=S,0,1,12,
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,0,1,12,
ClCCOP(OCCCl)OCCCl,0,1,12,
CCOC(=O)OCC,0,1,12,
C=CC(=O)OCCOCCOC(=O)C=C,1,0,10,
CCOCCOCCOCC,1,0,10,
CCOP(=S)(OCC)SCCSCC,0,1,12,
COCCOCCO,0,1,12,
CCCCCCCC/C=C\CCCCCCCCO,0,1,12,
ClC(Cl)(Cl)Br,0,1,12,
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,0,9,
O=C(O)CO,0,1,11,
O=CC=O,1,0,12,
O=S(=O)([O-])CCS,0,1,12,
CCCCCCCCCCCCSCCOCCO,0,1,11,
FC(F)(F)COCC(F)(F)F,0,0,9,
OCC(O)CS,0,1,10,
[Be+2],0,1,11,
COCCOCCOCCOCCO,0,1,11,
CCCCCCCCCCCCCCCCCCCl,0,1,12,
CC/C(C)=N/O[Si](C)(O/N=C(\C)CC)O/N=C(\C)CC,0,1,11,
CC(C)(C)C(=O)C(Cl)Cl,0,1,12,
CCCCCCC(CCCCCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O)OC(C)=O,0,1,12,
C=CC(C)(CCC=C(C)C)OC=O,0,1,12,
CCCCCCCCCCCCOC(C)=O,0,1,11,
CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,0,0,8,
F[B-](F)(F)F,0,1,12,
C=CCOC(=O)CCCCCC,0,1,11,
O=S(=O)(Cl)Cl,0,1,10,
C=C(Cl)CSC(=S)N(CC)CC,1,0,10,
O=S(=O)([O-])[S-],0,1,12,
C=CC(C)=O,0,1,12,
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],1,0,10,
CC(N)CCCC(C)(C)O,0,1,11,
CCCCCCCCCCCCOCCCN,0,1,10,
O=C([O-])CC([S][Au])C(=O)[O-],0,1,10,
CC(C)=O,0,1,11,
O=NN(CCO)CCO,0,1,12,
CCCCN(CCCC)N=O,0,1,12,
OCC(F)(F)F,0,1,11,
CC(=O)CN(CC(C)=O)N=O,0,1,12,
CC(=O)C(C)(C)C,0,1,12,
CC(C)CO,0,1,12,
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,0,1,10,
CN(C)CCCCl,0,1,11,
CCCC/C=C\CCCCCCCCCC=O,1,0,12,
CCCC/C=C/CCCCO,0,1,10,
[N-]=[N+]=[N-],0,1,12,
CCCCN(CCO)CCO,0,1,11,
CC(C)CCC(=O)CCC(C)C,1,0,11,
CC(=O)OCC(C)C,0,0,9,
CC(C)(O)CCC(C)(C)O,0,1,12,
CCCCCCCCCCCCCC(=O)OC(C)C,0,1,12,
CCCCCCCCCCCCCCCCC(C(=O)O)C(O)(CC(=O)O)C(=O)O,0,0,1,
NC(=O)N[C@@H](CCC(=O)O)C(=O)O,0,1,11,
CCCCCCCCCCCC(=O)N(C)CC(=O)O,1,0,10,
ON=CC=NO,0,1,12,
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,0,0,9,
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,1,0,10,
CCOCCO,0,1,12,
O=P(O)(O)CCCl,0,1,12,
O=P(OCCCl)(OCCCl)OCCCl,0,1,12,
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,1,0,12,
N#CC(Cl)Cl,1,0,8,
NC(=O)C(Cl)Cl,0,1,12,
CC(Cl)C(C)Cl,0,1,11,
